"Chain_Length","Acertos_Validação_Mean_Final","Acertos_Validação_Median_Final","Acertos_Validação_SD","Acertos_Teste_Mean_Final","Acertos_Teste_Median_Final","Acertos_Teste_SD"
"T = 400",0.783333333333333,0.791666666666667,0.0625143661649984,0.735,0.75,0.129421791055448
