"X1","X2"
49.9662032844277,150.003710668511
49.9679980001351,150.150641025065
50.0447087891123,150.155290337163
50.0389190135676,150.39445067602
49.9884963706525,150.296955788597
50.0770660768181,150.235924556005
49.8694233292898,150.351884226669
49.8980402446626,150.128488157189
50.0334002674715,149.895581342372
50.0268206429853,149.875002669007
49.9809527386482,150.056777333675
50.0269694954012,150.143504119636
50.1133034803031,150.044851877862
50.0075528996867,149.848228035642
50.1147765184684,150.127480980548
49.9600286830256,150.060875035216
50.0162038384306,150.34808861748
50.0500575283073,150.014524173082
50.0782236439884,149.86082957059
49.9586446334443,149.859448072611
50.0442038045371,149.95510392631
50.0737695000085,149.7062515116
50.1096706097711,150.048179852057
50.0076229763295,149.871643981541
50.0209214255537,150.03463919881
49.9827996148336,150.124078931587
50.0469341958783,149.952948399772
50.0195106574523,150.15452928174
49.9906586459456,149.943656960651
50.0891173866652,149.931698290661
