"Chain_Length","Specificity_Final_Median","Specificity_Final","Specificity_SD","Sensitivity_Final_Median","Sensitivity_Final","Sensitivity_SD","Accuracy_Final_Median","Accuracy_Final","Accuracy_SD"
"T = 400",1,0.9,0.128355349656493,1,0.85952380952381,0.286626212988833,0.95,0.871666666666667,0.191042211138747
