"Chain_Length","Specificity_Final_Median","Specificity_Final","Specificity_SD","Sensitivity_Final_Median","Sensitivity_Final","Sensitivity_SD","Accuracy_Final_Median","Accuracy_Final","Accuracy_SD"
"T = 600",1,0.894444444444444,0.1607175798888,1,0.780952380952381,0.349893586584423,0.925,0.815,0.228997063676401
