"Chain_Length","EQM_Validação_Median_Final","EQM_Validação_Mean_Final","EQM_Validação_SD","EQM_Test_Median_Final","EQM_Test_Mean_Final","EQM_Test_SD","EQM_Test_Median_arima","EQM_Test_Mean_arima","EQM_Test_SD_arima","EQM_Test_Median_glmnet","EQM_Test_Mean_glmnet","EQM_Test_SD_glmnet"
"T = 600",1693.65848564509,1693.72302284101,345.123995535143,1562.56023415768,1599.17152973878,654.697601898774,1975.12834596378,1945.82606682896,424.361397508591,1918.81006108233,1894.04231543532,378.99746728746
