"Chain_Length","Acertos_Validação_Mean_Final","Acertos_Validação_Median_Final","Acertos_Validação_SD","Acertos_Teste_Mean_Final","Acertos_Teste_Median_Final","Acertos_Teste_SD"
"T = 600",0.772222222222222,0.777777777777778,0.0576796986581281,0.784444444444444,0.766666666666667,0.109591136109018
