"Chain_Length","Acertos_Validação_Mean_Final","Acertos_Validação_Median_Final","Acertos_Validação_SD","Acertos_Teste_Mean_Final","Acertos_Teste_Median_Final","Acertos_Teste_SD"
"T = 800",0.765833333333333,0.770833333333333,0.0647228183091292,0.7425,0.7625,0.0565808173225599
