"Chain_Length","Specificity_Final_Median","Specificity_Final","Specificity_SD","Sensitivity_Final_Median","Sensitivity_Final","Sensitivity_SD","Accuracy_Final_Median","Accuracy_Final","Accuracy_SD"
"T = 800",1,0.966666666666667,0.0702728368926306,1,0.957142857142857,0.0767834071266529,0.975,0.96,0.0516397779494322
