"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
-1.37975554088966,-1.2358506473317,-2.10410370591649,0.000174938617360759,0.000459246618991813,-0.0000859477817910284,0.000250049784742436,-0.000120501214309986,0.000164416946180341,0.000582762362622828,-1.20880047032076,1.21906808099098,0.432647495691062,0.00000886842914079962,-0.000393989367137372,-0.000197990866605043,-0.000336541943329536,0.000317261706022284,0.0000559688962273526,-0.0000902716483765329
-0.746367473282837,-0.873788922697191,-1.57120343607056,0.000923546062540546,-0.000025426202957301,-0.000262154618402341,-0.0001128496214597,0.000128361897143401,0.000205559027737112,-0.000455852799356733,-1.47674072277439,1.22274002200909,0.53876748010892,0.000145312735874409,-0.00014482597564088,0.000000239263513813984,0.0000727000588502923,-0.000206890326451618,0.000244043040722014,-0.00000587233310744736
-0.953987044708066,-0.723944395305591,-1.45351386854228,0.0000825795588130607,0.000150615029247435,-0.00000704634142733634,0.000288239916772409,0.000393785117894288,-0.000701495734625857,-0.000146189249207743,-1.20746977175385,1.01967875336133,0.283778710339695,0.0000755421272299796,0.000224205030108371,-0.0000123504039734418,-0.0000286743861926609,0.0000492757685057005,0.000264627217179995,0.0000822778141693896
-1.11287582869862,-0.656180843412411,-1.3474565403085,0.000182223906929774,-0.00000103299726847983,-0.0000493181303733719,-0.000364487845030327,0.0000969326467828513,-0.000424996052344941,0.0000614648040344687,-1.08991786685002,0.867334057058816,0.127978182662521,-0.000384018010118254,0.000162386429689403,0.000242577444239737,-0.000366237177875769,0.00000838611269024096,0.0000385659398595909,-0.000198647851522401
-0.893690194865549,-0.674254379961984,-1.49369504408878,0.000464490154836236,0.000781561507385517,-0.000118473246969956,-0.0000282481533599057,0.000107904534968152,0.000265828153773205,0.000233572611880437,-1.0753222402099,1.26288064380347,0.0439394986410763,0.00015345782521956,0.0000747422832532937,-0.0000544023653621036,-0.000133308066834747,-0.000332814437582418,-0.000770386829511456,0.0000570580785034879
-1.22641631076669,-0.974367313268379,-1.95889227327844,0.000341813393842801,-0.000656665876668918,-0.0849914486879564,0.00000862587206456503,0.000130787131671945,0.000289288203600805,0.000864873696564356,-1.11961922896493,1.30663939892615,0.672969864955382,0.000896966284966911,-0.0000913826356261354,0.000835593610415674,-0.000363110270095938,-0.00116833387468514,-0.00156015309141529,-0.000945864937180243
-1.25590998326723,-1.32665261078523,-1.8993772078176,-0.000451290929056946,0.000347030913032806,0.0483277349984368,0.00039841408755009,0.0698204231214341,0.000533905382890738,0.000378798641967459,-1.42931498218362,1.76750694355891,1.06966975960897,0.00014119643789209,0.0198643776644452,-0.00035906744723533,0.000342494576831463,-0.28973184056269,-0.0858925750087187,-0.000479241032053555
-1.22007942952685,-1.00161113314002,-1.63365490557403,0.000384715062488168,0.00000299196842683347,-0.000337950464138945,-0.0000612758203465531,0.00000402022523037761,0.000247065258888494,0.0000541698950978986,-1.18497130346061,0.967993212488207,0.166688368396699,0.000442971849968096,0.0000215360900625939,-0.000208701472481284,-0.000167693908004308,-0.000502724374293275,0.000154287348198719,0.0000994567820020599
-1.25620358781322,-0.710995383957608,-1.73926595511631,-0.00000621305172929198,-0.000321476339815355,0.000431620485379548,-0.000222156532097151,-0.000113019222056253,-0.000467433861622807,0.0000965265225928009,-1.491208299566,0.866111036288752,0.000544222745844685,-0.0000393520361357417,-0.000187933367137173,-0.000107044912522705,-0.000143404280774411,0.000027932134728761,-0.0000976486467848456,0.00000504851061416116
-1.25754260733042,-1.15197948810512,-2.09862438181041,-0.000448745931772185,-0.0107389665298986,-0.0325374421225409,0.000794194171027259,-0.000736070059896085,0.00421124690067855,-0.0546674644201604,-1.31396607454731,1.32733585775938,0.805476375959717,0.000643728931989016,0.0792748903790845,0.000762580488110142,0.000241899680811189,-0.0004900266850993,0.00000426821545869394,0.000478472585713758
