"Chain_Length","Specificity_Final_Median","Specificity_Final","Specificity_SD","Sensitivity_Final_Median","Sensitivity_Final","Sensitivity_SD","Accuracy_Final_Median","Accuracy_Final","Accuracy_SD"
"T = 950",0.944444444444444,0.916666666666667,0.0884447717508721,0.972222222222222,0.768518518518518,0.341871285124169,0.888888888888889,0.842592592592593,0.147768511026059
