"Chain_Length","EQM_Validação_Median_Final","EQM_Validação_Mean_Final","EQM_Validação_SD","EQM_Test_Median_Final","EQM_Test_Mean_Final","EQM_Test_SD","EQM_Test_Median_arima","EQM_Test_Mean_arima","EQM_Test_SD_arima","EQM_Test_Median_glmnet","EQM_Test_Mean_glmnet","EQM_Test_SD_glmnet"
"T = 950",7177.64514425639,7182.31795835805,767.309721349741,7141.31535307112,6980.90879756814,1131.5081600943,7777.85711602221,7784.08558502102,914.182046543768,7756.59523589435,7747.18304705985,892.121263667856
