"X1","X2","X3"
0.995094687252516,1.58720235058058,0.496072537669624
1.01761116927969,1.47401218576627,0.513970547245401
0.998158523466305,1.59260833018374,0.48516203837887
0.908805857188676,1.66890052548859,0.46606108273436
0.993793914526586,1.59828716635428,0.499645229915697
0.99060178917813,1.55001514229477,0.509977052446683
0.994782726690192,1.43773043966946,0.491520017346084
0.945865393322932,1.55413460807212,0.529489776669004
1.0258419791408,1.52330645283853,0.514229632489818
0.992647668072673,1.42782960578277,0.508087119097568
1.07574177539244,1.35098494140043,0.479432450610838
1.05363701177547,1.39730538453994,34.2771970946411
0.997401970947776,1.44812233685019,0.536249581640819
1.0565029725864,1.51595266582481,0.499009121872027
0.962576084254142,65.0129335152279,0.498351810971493
0.993326630694508,1.28694390980102,0.500059138850271
0.962459038148537,49.9160984207688,0.510460591906699
1.00351063092532,1.60859388821105,0.498348451910511
1.04172087124189,1.73197776374351,0.453416229434243
0.984448414371129,1.40877235438117,0.508522574154379
1.12017146115281,1.42960860429437,0.475049815484247
0.983868590823061,1.443240822519,0.461817374088635
0.950377649498161,1.3587402289585,0.531689379557981
0.963737306792762,1.48373697948856,0.520717703278069
0.995538299412081,1.51777324310567,0.454042274626375
1.03978289241758,1.36196398771731,0.531531159023667
0.997058711878476,1.40221975409927,0.473423739700856
1.022665889537,1.5113070291123,0.500394414236305
0.983234921445076,1.54638556911497,0.499242765620989
1.01553512958759,1.53992688833763,0.45900781628218
