"X1","X2","X3"
19.9481384853627,150.019315629008,250.008214263207
19.9506841238222,149.832171283814,250.044368857704
19.9860739765534,150.17087952358,249.996607079604
20.0233076465707,150.125774800581,250.047805072857
20.0200031420516,149.800027252187,250.013590824519
19.9514837141502,150.03188035914,250.017781034546
19.9759071839683,149.885017822802,250.000025839615
19.9470353141199,149.824449130742,250.009345550449
19.9752887264636,150.030265036084,249.941860449724
19.9534529822863,150.058436538885,249.975336597416
20.0381030676763,150.00454352991,250.034160837511
20.1285145168526,149.861204411958,236.475188999325
20.0854042078397,149.785615057674,249.913643047671
20.0567807564494,149.902658220211,249.985563684143
20.0260820050859,96.4074101095496,250.000568475958
19.9364479136771,149.715735064693,249.958881865958
19.9769951624579,135.729669230538,249.939543213397
19.9406751622336,150.063318232902,250.001038799984
19.9928311395705,149.97588026648,250.047584011368
19.9304310765452,149.989832729167,250.038245264709
19.9287148524307,150.117050587864,250.056768271773
20.0870160077385,150.063080465845,250.029523746264
19.930462403168,149.833287019547,250.064620843915
20.0806671936048,150.045321481644,249.968925043888
20.0751569828052,149.897118985634,249.984706474887
19.9892577462713,149.883690413375,249.993969284967
19.9663740983728,150.155070946528,249.942789497463
20.0361570036739,150.177723801036,249.94541603446
19.9457315159211,150.179901485891,249.993181773831
19.8412501581799,149.921973682262,250.006586563133
