"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36"
-1.44946337706255,-0.237991240807116,-1.34399997903417,-0.00000103770251201774,0.000946884780701492,-0.166555076689222,-1.25429692547565,0.709922317098789,0.000117807445138155,0.00025148841857031,0.000370924047476554,0.000359848395347962,-1.68535741359621,0.962655582945831,-0.752314256966962,0.000464042257676854,-0.000120420046515388,-0.000426669844101446,-0.984039720879696,-1.8514237016612,-1.17929463349465,0.000315862857099917,-0.000488598371074384,-0.0000274935060429344,-1.2910175255354,0.228493081119317,0.165773735434254,0.0000119968019804561,-0.000349935823697797,-0.000444518236435889,-0.699145905674689,-1.41060272743518,-0.96721911658303,-0.000463409118723714,0.0000965328430719594,0.0254837140211424
-1.0899833197798,-0.323542279793743,-1.61318597201777,0.000887462866294065,-0.000177786688979431,-0.000218098956753565,-1.14975014453657,0.769781322729759,0.129959882345253,0.000203008614721894,-0.000170511437264294,0.000258350664388609,-1.45849489135833,0.595883488565043,-0.696127005842111,-0.0762828955734747,0.000248031969372502,0.000279393430844595,-0.89082038299145,-1.97032940116336,-1.03995230911066,-0.000351024843964801,-0.110671119337171,0.000553447819535144,-1.0603204389946,0.366897843600776,0.00281496980220055,-0.000597593409661818,-0.000184956635627103,-0.000749323050154325,-0.816555168929867,-1.54473078626994,-1.27066864806778,0.000189909007401221,-0.000551887625626558,-0.000886023789027145
-1.26333542987613,-0.83584117887219,-1.84628274728411,-0.12338451297946,-0.13821637268307,-0.0370280024142786,-1.90870350756427,2.04452846951548,0.452039296213066,0.000606542823116816,0.000121998446963746,0.00000999854759459275,-2.21376282671869,1.57762762479748,-1.12666144527394,0.00049269456261962,0.0000134936141212795,0.0000494026581650629,-1.18362461385322,-2.48582250130107,-1.66268152825419,0.121980661523861,-0.124838093574555,-0.000781204473192833,-0.944353047661246,0.727051792288071,0.347930170033792,-0.0000770932576156901,-0.000654597161229995,-0.0168940096504204,-0.903133714192783,-1.67381105573909,-1.53247241186599,-0.373442991420791,-0.0000764626214265216,0.0000899145059855251
-1.82069042251982,-0.579073075262926,-1.99409348303527,-0.256609321892715,0.00110670797058857,-0.13211129948732,-1.57217044610005,1.08094380084769,0.438108586397566,-0.0000230878562594464,-0.000438359096288631,0.00012917377428298,-1.98427738935563,1.80129784114466,-0.8864713788012,-0.000547477329791725,-0.000384408873293969,-0.000428007086915104,-1.04899768954749,-2.17481914055724,-1.50131601412473,0.0611532680764905,0.0940758775991288,0.000116343745304005,-1.21258983483562,0.456069922249906,0.745374694174416,0.0254554473038426,-0.0012446930381139,0.0004081660419037,-1.09255418004159,-1.9668059782082,-1.61559227670829,-0.0000368104311103389,0.0000902662992944231,0.000146220647583725
-1.14408634222992,-1.41253676949387,-2.67634276159493,-0.000593395405205912,-0.598502735664891,0.0260727427990044,-2.20675587531536,2.33552429320032,1.1343562937726,0.113448642491502,0.167263942675022,0.209672690108074,-2.11042388687965,1.37271906706817,-1.3008282467151,-0.00000836111025645424,0.376495243336477,-0.138869053568984,-1.0174267186134,-3.11285566129879,-2.51702552350848,-0.0641206926537424,-0.209156320785326,-0.0853851363685302,-1.58934194841337,1.04229296209161,0.738144854093159,0.453175469030754,-0.185096867069502,0.26104267014181,-1.12327946282096,-2.89464359358152,-2.57995391948016,0.0000702815638025117,0.159920141130502,0.268382239671475
-1.48485134169176,-0.546406676477725,-1.31815116484183,0.0000752192011100164,-0.000502478628459464,0.000852837705863926,-1.43003945292969,0.934242673824469,0.000560643080288012,-0.000091971849499357,0.000331352430400132,0.00032945896388878,-1.65516413741344,1.2117331316907,-0.646141918631663,-0.0000185290164595227,0.000434839016761978,-0.000374457259984725,-0.90663960106371,-1.84193042185066,-1.08242634954513,-0.000739979819075553,0.000456800573503308,-0.000930262476250055,-1.52534508181591,0.000688949055035904,0.00262025383544866,0.000382232665690786,-0.000224537150160597,0.0000618069235594219,-0.744740513036441,-1.36069185778354,-1.1295174613603,-0.000194722430677687,-0.00000364085329589018,-0.0000495145109639745
-1.55321679130272,-0.000438700658086793,-0.963844769595132,0.000116391519376074,0.000445956114104593,0.000119426329026064,-1.24743185217312,0.0626895414806694,0.000401060001260512,-0.0000962026166681554,-0.000371075138294877,-0.000535889165785749,-1.21482003112403,0.513192695926895,-0.23916436905612,-0.0000539786035562058,-0.0004352189297413,-0.000389332925443947,-1.04613526740223,-1.77985359651761,-0.819943474543181,-0.0000280524042227289,-0.000675109233124884,-0.000279783159244396,-1.24531644304189,0.000743202624726977,0.000553282892257952,0.000222440438070044,0.000190713550711767,0.0000649025644454979,-0.527167448082938,-0.969208223147497,-0.714707404657062,-0.0000402606731535429,-0.00027212319940349,0.00034899797365432
-1.63646799190213,-0.778838950342679,-1.78522816816006,0.11590193955646,0.000323144104370192,0.000703217483681594,-1.6221120508604,1.61555517691362,0.26415173541831,-0.000576271226263704,0.000231194540368977,0.0000642331583694576,-1.79633551577756,1.15573662197485,-0.711619695379097,0.202522107839643,-0.0390724812682779,0.000966893643258502,-1.10015918246493,-2.19999940698132,-1.27681021996392,-0.0729539461866822,-0.00970921836489046,0.0436843163538107,-1.42456931711017,0.950325477910042,0.0784747046547926,0.00034914249033742,0.000232693688477771,-0.204167086866686,-0.889166722247761,-1.85942791138587,-1.43831069270281,0.143576330386915,0.000289791448551628,0.179361730654358
-1.7664824274513,-0.000856069520043583,-1.45625153273063,-0.000214492800879944,-0.000120421391980503,0.000493678435704966,-1.0062049184368,0.38671454120476,0.000161267557543335,0.000110061035290426,-0.000110578475385909,0.000112887393109741,-1.53322002373374,0.730317193184694,-0.501873780738694,-0.000201646400432358,-0.000357560234024889,0.000110494595900587,-0.825026999883397,-1.49035822552009,-0.868319459198444,-0.000265109645277075,0.000456122981379944,-0.000927751802751319,-1.20999163488534,0.000848353894910988,0.0004181214647369,0.000152803719704272,0.0000343445365150695,-0.000129432148697897,-0.780028628142993,-0.971313675954319,-0.782608278629963,0.000416889687827678,-0.000479836675226432,-0.0000811058645939819
-1.24577658411731,-0.348644349955962,-1.34020254465041,0.00345583877571675,-0.0363251707779199,-0.00229542560763607,-1.55990943744087,0.67372588540776,0.00075975411754975,-0.000324620672431717,-0.000126038842285527,-0.000000215972261358792,-1.54100897451952,0.929470153880656,-0.954159075417201,0.000196226835149725,-0.000396629838743537,-0.000169110520148983,-0.986790390584779,-1.90151576842587,-1.27520308338578,-0.00010292781931891,0.000227879532598454,-0.000135732332735585,-0.913673111010784,0.125743216461056,0.0708776150530824,-0.000473109068120726,-0.000311341671997709,0.00016870144146689,-0.652297803223752,-1.31838059993271,-1.18350081320068,-0.0000460030662396515,-0.0000515016435924986,-0.00061347784442429
-1.489924517183,-0.481589002627357,-1.29748489450199,-0.000220969361717478,-0.000022611981931084,-0.000913811393633736,-1.2839230073003,0.725643643825842,0.00079418736013639,0.0000721729949123404,0.000144955183903552,0.000307219768456843,-1.50688297735419,0.807173343157049,-0.436566182764889,-0.0000405961029099954,-0.000235033641885729,-0.000526603122748511,-1.17423079660826,-2.09924456919165,-1.29975436848685,0.000794693703004573,-0.000237065503754341,0.000673991283518406,-1.48991067663326,0.000744150619116435,0.000578514726922008,-0.000416156392962874,-0.000246518495693759,-0.000872062424152975,-0.506644705637159,-1.79390152114434,-1.0876602391476,-0.000696733885733012,0.0000985091226586066,-0.00000489526946933969
