"Chain_Length","EQM_Validação_Median_Final","EQM_Validação_Mean_Final","EQM_Validação_SD","EQM_Test_Median_Final","EQM_Test_Mean_Final","EQM_Test_SD","EQM_Test_Median_arima","EQM_Test_Mean_arima","EQM_Test_SD_arima","EQM_Test_Median_glmnet","EQM_Test_Mean_glmnet","EQM_Test_SD_glmnet"
"T = 2000",6809.69002960557,6765.36477429974,582.940085862113,7516.13737403488,7615.15515440241,1058.78172115602,8135.3713754641,8636.80918553404,1623.42737108644,8069.40047273024,8146.05480178392,654.275453158406
