"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36"
-1.43232854662842,-0.653514427750895,-1.68056691187756,-0.0000258755364291467,0.00039788228105008,0.000145417954275075,-1.67335121927728,0.750549917539029,0.225015860371655,0.000015202176100073,0.00029575026456116,-0.000392135753370188,-1.85908280781135,0.934071533323325,-1.00135510338247,-0.000140468005774748,0.000386850510610667,0.000548706885972458,-1.0050114972944,-2.11763194140643,-1.42287799965329,-0.000104941003132527,-0.044840478065212,-0.000006432549311038,-1.14649682568842,0.467856844698686,0.000661281438270944,-0.000239675764485409,-0.000145413612793391,-0.000296138542954389,-0.688375113140447,-1.7764503532018,-1.357060399309,0.000647858108188386,-0.0000545082464663437,-0.000693941512221382
-1.41946477354898,-0.623348840861998,-1.6968685615291,-0.000733367078838288,-0.0000741634807360741,-0.000246994450823627,-1.37101095884334,1.2342994660035,0.332477702339525,0.00075004128737721,-0.000281396927166598,-0.000487354307716073,-1.81657195144929,1.34483978897028,-0.549553646089667,-0.000419476279859787,0.0001564848570519,-0.000167273400396042,-0.978395921474898,-2.42723317079258,-1.55002755249728,0.000426913708661255,0.000682092719126276,0.00180465791242861,-1.24327589177524,0.495626050853953,0.549792636896744,-0.000172372327471994,-0.000135680516682488,0.000125592579732213,-1.07731603439649,-1.73819382407108,-1.54146575591696,0.0000489967007087543,-0.000109507250112712,-0.000365840945328791
-1.29965476938714,-0.725395541438634,-1.76832551746981,-0.000310359593698833,-0.000605224800492593,-0.000376416217595844,-1.40615325865202,1.26977068839384,0.517996619924593,0.0000469617991857065,-0.000335895092430827,-0.000329275334903338,-1.53667372233145,1.11343794152095,-0.773413990416396,0.0000120904596522394,-0.000235029033201121,0.000647031724019045,-1.14749796671731,-2.33792609827812,-1.37485820064125,0.000364049302804538,0.0000680916353887302,-0.000000953563427078687,-0.990475242270576,0.493678688677321,0.498488726871702,-0.000602507948875364,-0.000649007218298701,-0.000309850747857643,-1.00870975438987,-1.78526682059709,-1.57082684809083,-0.000543492917326988,-0.000110161898272227,-0.000350731906884322
-1.5861391142685,-0.487214306067674,-1.48826432905837,0.000647882929101233,-0.000969125377954042,-0.000733207584409139,-1.25926334828107,0.867426717693403,0.196796140151794,0.000073196193453051,0.0003445836048169,0.000507649747250375,-1.78070613644943,1.19223625714381,-0.6578730558449,0.000258257922600893,-0.000257448201568549,0.000107553267090601,-1.13885227343956,-2.20683762601301,-1.52175766648354,-0.000729387146452717,0.0108690010057513,-0.00043834991509276,-1.20091614350456,0.0829507453914898,0.565474500401338,0.000244176573475978,0.000809358440784091,0.0000104843217433939,-0.92639877739325,-1.91415881965647,-1.41462211635849,-0.00547297773679102,0.00058817074509023,-0.00045210096049802
-1.29621210569553,-0.592954382598061,-1.5365455693096,0.0000359434895372184,-0.000589142634906585,0.0000326581779197799,-1.22446702781558,0.997589535847925,0.293707332613632,-0.000289950891937042,0.000578264916733662,0.000156131584625887,-1.81021926690624,1.21137130427502,-0.720721314022731,0.0000403813653281327,-0.000157925527494069,0.000438410838294915,-0.974578633131748,-2.16330075014503,-1.43359294174743,0.000216742162141178,0.0000540227737920628,-0.0000255578929084054,-1.1005657226039,0.277000732243356,0.265876963169939,0.0000467127693901362,-0.0000961820683364923,-0.000628524937881155,-0.901554326880237,-1.55087238348749,-1.43921112976106,0.000364886214662171,0.0000224221761935979,0.000136091307649947
-1.35406931600069,-0.542972033105024,-1.54493960648829,-0.000771645510874783,0.0000120866660243299,-0.00727245930621324,-1.2711312727677,1.12647578439011,0.273160618999484,0.000636075316272013,0.000688747965911852,0.0000179415670869143,-1.55924077186061,1.22015358749728,-0.977446086272039,0.0000191536016711142,0.000167985722668952,-0.000368349311336089,-0.949792485892504,-2.21522907310084,-1.33231678817262,0.000460030498886419,0.0000623359512149772,0.000994449405914108,-1.16304484479308,0.431526290957561,0.230384323320484,0.0000258832674669121,-0.000663349173737529,0.000862044235578302,-0.787940795256572,-1.63121312511292,-1.46570110192884,-0.0000409336413882812,-0.000560465129632062,0.000409753042792041
-1.40457547267206,-0.907566472526481,-2.05046356338345,0.000362190621441516,0.000253926186148218,0.0000545430139904802,-1.42947486811445,1.38397756064454,0.52936319927841,-0.000523289027671793,0.000551985550703374,0.000478372801294224,-1.64756087951388,1.46369442853083,-0.853438375581637,0.0000547216444505885,-0.000530427165102072,-0.0000592140275342409,-1.04083163082335,-2.39747130494604,-1.65010187142369,0.000758471008213376,0.00125576900405838,-0.000153048542872976,-1.25430530877872,0.814001455944814,0.491615355381841,-0.000420261269070747,-0.000640353602767473,-0.000273257979949083,-0.8460876389201,-1.74350371370775,-1.49023761394933,0.000612538748137137,0.000758228963755261,-0.000604428990547835
-1.58288280086342,-1.26673377151366,-2.24540080375389,0.000579541507742232,0.0399728841835234,-0.0272109806461071,-1.90433851645316,2.24369996004502,1.14772714880741,-0.206184510995921,-0.000460549100423741,0.0000436715042679815,-2.43789177313218,1.86740550250306,-1.70716415914688,0.00414101806914231,-0.0012513811929594,0.000321421823431381,-1.28558407908255,-2.94498068283669,-2.0297405120017,-0.000722786786761417,0.109776098960474,-0.000151869910574494,-1.29812636600412,1.51291863411183,0.83168343021038,0.0821533720396325,0.286450562769178,-0.00258293172590534,-0.967478307168032,-2.39458124863936,-2.12569535184802,0.000573723210040656,-0.0779476927416894,0.0000430133673849934
-1.49653393943669,-1.32850576707302,-2.329661845434,0.0000104800562683719,0.0350557105913549,-0.149240131915611,-1.58643906782869,1.81723197907262,0.779356001072389,-0.000229790316524248,-0.000209443508753448,-0.00133175677200851,-2.38370739619471,1.8834652975548,-1.04841153143793,0.182449693551158,-0.000204595915314169,0.0712306670378088,-1.3256654425187,-2.93924491683777,-2.24508023445611,-0.000104355357167426,-0.112646557081206,-0.0301659164938016,-1.08553407987372,0.798873293474293,0.652706597850691,0.024741050582202,-0.000261649084391517,0.000308196958056281,-1.15006141232878,-2.11244598001669,-1.91790113185002,-0.0079507376276784,0.0000132202471498363,0.0222439731824967
-1.4888773358666,-0.192182547505629,-1.25172798111803,0.000338248473915673,0.0000373401165376923,0.000117213618278093,-1.14487037061173,0.747176217097579,0.000916377959940103,-0.000101304560476342,-0.0000908089315895964,0.00000686763920144663,-1.43025232459325,1.02208733760477,-0.597702913906711,-0.000344317540119769,-0.000251578254352048,-0.0000913447694194949,-0.964385296130331,-1.73857740327598,-1.04690426714764,0.000560814593337889,-0.000000239873102762053,-0.000661365235789145,-1.08420704481814,0.114421062324753,0.000717644695376703,0.000119257794790249,-0.0000055657355724551,-0.000294904270680402,-0.562925949335081,-1.46922283781458,-1.1751390314208,0.0000746267356499777,0.000182594070307828,-0.000334532180298512
