"Chain_Length","Specificity_Final_Median","Specificity_Final","Specificity_SD","Sensitivity_Final_Median","Sensitivity_Final","Sensitivity_SD","Accuracy_Final_Median","Accuracy_Final","Accuracy_SD"
"T = 2000",1,0.964814814814815,0.0449287154356404,1,0.975925925925926,0.0647280937815415,0.972222222222222,0.97037037037037,0.0333758774901932
