"Chain_Length","EQM_Validação_Median_Final","EQM_Validação_Mean_Final","EQM_Validação_SD","EQM_Test_Median_Final","EQM_Test_Mean_Final","EQM_Test_SD","EQM_Test_Median_arima","EQM_Test_Mean_arima","EQM_Test_SD_arima","EQM_Test_Median_glmnet","EQM_Test_Mean_glmnet","EQM_Test_SD_glmnet"
"T = 400",2548.97493399336,2436.67075665266,536.167410212144,2774.58597590873,2976.02568364243,1039.52561271637,3884.84775087302,3953.46601947273,1021.52119550414,3668.56438286318,3818.19698139419,882.723676268704
