"Chain_Length","Specificity_Final_Median","Specificity_Final","Specificity_SD","Sensitivity_Final_Median","Sensitivity_Final","Sensitivity_SD","Accuracy_Final_Median","Accuracy_Final","Accuracy_SD"
"T = 400",0.833333333333333,0.833333333333333,0.182574185835055,0.867647058823529,0.818627450980392,0.175897763112698,0.875,0.820833333333333,0.144409718047875
