"Chain_Length","EQM_Validação_Median_Final","EQM_Validação_Mean_Final","EQM_Validação_SD","EQM_Test_Median_Final","EQM_Test_Mean_Final","EQM_Test_SD","EQM_Test_Median_arima","EQM_Test_Mean_arima","EQM_Test_SD_arima","EQM_Test_Median_glmnet","EQM_Test_Mean_glmnet","EQM_Test_SD_glmnet"
"T = 950",6881.58724398304,7062.08941655013,818.86634940275,8234.79482752146,8206.61984338877,1602.78307733777,8303.51627345316,8517.23963372132,1775.39425299781,8018.3639422854,8026.92294943367,876.593935024321
