"X1","X2","X3"
19.9759211327294,149.876038055424,249.977650905693
20.0298008917096,161.917831341156,201.64112086018
20.0912770913499,150.03904785036,250.046507532575
19.9622377740533,149.977663378953,250.005146906687
19.9845705988921,149.993791917915,249.998993486486
19.9987200654945,150.081523323292,250.020560181307
20.025011340072,150.093081541597,250.038445687523
19.9480843898377,138.145783143819,191.49011156995
20.0421426315973,150.070588536283,250.03137902394
20.0062229133226,149.978259519632,249.968588520366
19.910873292461,105.321975846428,250.005503024301
19.9810405102487,143.141666461758,179.656771247077
54.4861024185207,89.9084454761387,250.006137168904
19.915809728433,150.088335552154,250.017086990406
20.0322370554803,150.135414753014,249.956051467661
41.1064244187474,149.921805116535,250.017126297938
19.9942367275708,150.087059717663,249.985073952991
19.9924457955257,150.070277507846,250.036524940367
19.9991157947121,180.061236659394,203.451906311685
20.026548209913,149.793162240563,250.053804812377
19.9761804163089,150.109280573786,249.931972530121
20.0080776829237,150.124692251795,250.0195907539
19.9663584256508,150.14042668435,250.013467609108
19.9999056201385,149.788231078098,249.981552004286
20.0558506989796,149.914848769956,250.005664203936
20.0018070922075,149.917071244131,250.053030157827
20.0051239963713,150.067362486538,250.009273357055
20.0126000155316,149.98072486551,250.009595368269
20.0239479308847,150.072729991143,249.942109273175
19.9974325083981,150.195469305484,249.976176977043
