"Chain_Length","Acertos_Validação_Mean_Final","Acertos_Validação_Median_Final","Acertos_Validação_SD","Acertos_Teste_Mean_Final","Acertos_Teste_Median_Final","Acertos_Teste_SD"
"T = 950",0.699530516431925,0.700704225352113,0.0539289862363722,0.670921985815603,0.659574468085106,0.0832019746969746
