"Chain_Length","Specificity_Final_Median","Specificity_Final","Specificity_SD","Sensitivity_Final_Median","Sensitivity_Final","Sensitivity_SD","Accuracy_Final_Median","Accuracy_Final","Accuracy_SD"
"T = 950",0.972222222222222,0.925925925925926,0.0960405287893779,0.868055555555556,0.804166666666667,0.222681218982105,0.894444444444444,0.828518518518519,0.16682453145154
