"Specificity","Sensitivity","Accuracy"
0.888888888888889,0.861111111111111,0.866666666666667
1,0.736111111111111,0.788888888888889
0.888888888888889,0.833333333333333,0.844444444444444
0.888888888888889,0.694444444444444,0.733333333333333
