"Chain_Length","Specificity_Final_Median","Specificity_Final","Specificity_SD","Sensitivity_Final_Median","Sensitivity_Final","Sensitivity_SD","Accuracy_Final_Median","Accuracy_Final","Accuracy_SD"
"T = 800",0.888888888888889,0.916666666666667,0.0555555555555556,0.784722222222222,0.78125,0.0788737270250038,0.816666666666667,0.808333333333333,0.059749132610747
