"Parametro","Real","Estimado_Mean","Estimado_Median","SD","Vies","EQM","Assimetria","IC_95"
"Mu_1",60,59.4057010367873,59.5858043624558,0.525866639929361,0.594298963212722,0.629726980666312,-0.634638599252885,"58.7038551854229, 59.8013712345151"
"Mu_2",70,70.4682300690572,69.7630640054871,3.7491409433231,-0.468230069057157,14.2752972104709,0.396702144725982,"66.9082137917171, 75.2270286544662"
"Mu_3",80,80.1472412133588,80.3931575197151,1.93039659323851,-0.147241213358825,3.74811098209823,-0.184908778508101,"77.8954904825003, 81.9809342234118"
"Sigma_1",3.5,2.98374637448502,3.07842134447177,0.348451767149574,0.516253625514978,0.38793643988702,-0.403669157792468,"2.54330532873816, 3.26323997125441"
"Sigma_2",2.5,3.96356315515276,2.99907748458517,2.02687374035574,-1.46356315515276,6.25023426846437,0.746942758737888,"2.86237267326434, 6.70437927700608"
"Sigma_3",6,5.70287783213983,5.13038790006654,1.73094425911319,0.297122167860174,3.08444961079084,0.624020685162476,"4.3714151622829, 8.00757338652134"
