"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60"
19.0330497484059,120.395039882218,39.330345277824,55.1583759982547,34.8905233126498,24.2253768101264,88.8320606994965,28.8548031149266,40.8808374920261,70.9104932986349,142.411754914561,23.432429901258,123.598993621484,49.0326010455314,83.7633692512227,58.1014842218431,35.0468023057859,32.9977676249292,127.597580231336,71.1692392135879,48.7618546314465,80.4978903002795,30.6679891902288,139.116436658625,31.3896195002284,68.1512919548986,21.1655607315631,44.0009459527398,86.1015036498377,23.0885421858962,31.7688011173782,57.6530309704424,23.346099941734,45.3735093451772,49.3889625040054,98.7280364200944,103.470198151873,34.9069516391379,82.2857242048617,31.7667174186547,49.8703471199798,80.6306392544661,38.974616924068,34.7029728720732,24.1420976390645,53.7743970277146,48.771235878469,24.7451478744779,42.996860354234,49.8713569988882,86.8760307221697,34.5276070308754,80.7873691526745,67.1729955179388,52.9200446363094,26.0101803272798,121.594880601069,73.7406687484516,77.7503463126533,36.3011007137025
21.2537764473442,21.5453521138386,24.6441651634031,138.134530084881,113.474624090251,24.9579107382004,134.975909053087,22.5856544304088,38.826784127378,53.0185973715999,20.5902719541587,25.3398032854852,21.2930015081971,99.6860827584318,114.205462885536,32.6342856823497,26.5165826235869,149.685106074157,48.9856062415247,22.443075214973,62.8454957311965,121.685650175977,104.192564040985,74.99667409188,53.8692461090756,111.835499466998,20.8376801441393,25.5873026536252,125.392837856213,137.383087041523,65.2946105374351,20.1086247594059,30.1038136483602,96.8932954313477,86.2014498084883,26.6552981988893,25.6638310240286,20.500405925941,66.809737840537,73.085448776374,19.9968014480902,64.3659904048394,21.2038080666678,135.746027237183,28.9564284563754,21.5535017587857,149.093023651138,21.314249538836,20.4626530114903,20.0512666919491,146.480951555518,24.7368123405866,71.8347946301327,44.8811293097945,39.0769668647634,33.6110683274771,21.8437445017651,23.6866912912768,23.6322312826464,22.2184863100889
21.6111330925675,67.5047127632887,21.3999748256108,47.9582178171724,29.8324175793747,29.396729464479,44.3540060436937,31.1772477288744,35.9133596376789,28.6476212375446,28.5270845612875,69.4129136819358,35.1136244274103,65.051197045276,127.325704123135,21.2734187944983,24.8889423029413,23.5855008856267,84.4164935766422,49.4382893970772,76.1798848078282,28.6018318739718,41.0646679800798,21.8057053642088,36.0410569738396,25.7451896265534,46.9070595746683,53.8697660043174,80.5274750302906,47.144914575698,28.1253395168191,51.5845599507707,55.8364061039916,45.12509908589,70.1083012502037,71.8360328457536,44.0827045612214,87.7672407749617,33.577284805602,52.1318925783257,27.0155110016723,68.0151349365401,26.8178483264836,40.3461997385808,24.4521817744081,48.4022710652202,57.61004149708,63.8128361138699,53.9283332713018,51.8272050744152,55.7875762605926,79.8387551863012,108.228544584449,50.6672012452513,35.4872441611087,43.7457800618239,68.5599236665618,26.824918626014,47.4233017677821,65.1624250911956
20.6103429762883,121.85438361892,36.3571567416392,24.6877461433609,20.4926238885477,32.927627238757,75.7727553676889,34.5059731103761,135.185734619298,29.1054564305899,45.2950295888497,28.5694187773791,25.9190959905431,20.6057124779417,85.2592490997484,32.2989114995398,30.1124588613747,131.352183816229,41.2216826160663,22.6828336804511,117.482999691026,43.4268688350731,25.7734927972097,23.3844617807867,103.819733095986,22.2016479195188,129.301826786819,37.3188133803205,61.5153077039895,95.1423752279823,35.4977698380313,116.855762184747,35.810674676575,59.1005625381461,21.197969071638,119.052432837948,25.3754258786639,31.5139528541954,105.729985467969,48.3967717469646,25.7587659026081,29.6021146269542,144.846972774835,37.7314653231556,23.3679367927421,80.5617482432489,21.578433218201,81.6410549294472,21.7034506073879,37.6842349442864,40.1953144402157,122.003460354542,89.3706803604503,139.810958103286,70.19845573821,127.519156333312,70.4157266216635,20.3656511981793,21.719158372058,41.394113698934
19.2662900781197,114.37444289962,37.5901359982343,27.7370963149134,142.195837629371,30.4365414638755,23.612257558432,140.667818833167,56.5293822208835,30.9742297826565,24.7100667892629,50.9505313192529,68.364083506413,32.5977619010437,20.7713530908881,39.8152790502404,63.1718862105171,53.4168863511943,59.609579116969,30.8408599156748,62.6853133703917,45.7781861376985,20.3199102126863,111.850194029975,46.1828243601715,56.888086439577,51.3146450821989,44.6943404294341,74.9309434134795,41.6342905348338,39.3019380438311,22.9310249813125,47.2488724070722,61.097671590775,33.9282468592381,147.224275625429,27.0817170173719,28.8333484528918,67.6659945658254,22.1408520392811,45.5372575364019,77.5905672794817,36.7935846516751,115.209560981442,59.0053991754205,34.6276167648317,37.0498716385546,22.4135334397212,129.33197167997,51.1747678287557,29.1101269723182,92.7096943108833,116.78708191135,22.2186307226935,22.6760150983903,127.576370381546,22.221944095958,42.2061413839349,25.8923651081611,100.73761283609
21.4053035414034,92.9773413022547,31.9426503946185,103.674187213987,77.7561099035709,72.0995394353938,55.7794685759952,61.7764433638938,60.5932695631416,84.7400276159305,49.5519422380312,62.7217287786137,64.7927953337816,60.8152480179931,87.7793995381393,64.6132040211761,53.8587616503045,68.7873186131696,48.5539225666302,43.9382673922085,82.6880495412179,58.1249384478008,34.7926715130504,65.0732748600056,32.2062969050288,41.4619185126684,47.6366098046299,48.0935156461999,62.3899055402514,51.0893643105652,43.7486485880303,56.3673097209263,40.377585235666,83.9725024732263,58.372515800183,28.2234746593495,52.7367779057643,55.003089490833,88.1286432796816,58.5427416652279,50.0531693456834,72.9613592749538,47.8592526478333,62.9792533065465,46.5052550857817,88.4580183757475,74.7524950526876,91.4118397697889,56.9124982395413,44.3935739619088,57.7302910418106,44.2861779031114,58.5074967926206,97.6899223626887,54.6505321637791,42.457292388241,63.147557711616,62.0143290309658,50.6294286050378,39.7008541987507
148.789500281908,54.0478594060683,51.7525102331025,30.4879761785484,114.384945288249,65.6923019961354,22.8368145774509,60.6151278806282,101.054388087226,65.4399119373868,123.044197755626,69.612639410121,61.2875380688331,45.0644400181466,78.8012526056569,26.1331876563712,39.5782877024202,29.2650509432743,23.700679681684,48.5303444874036,96.8243502077325,50.5910619143183,49.3864871530478,79.2667573780276,28.4274202771165,68.9011432878271,31.1833716878126,28.6582096961049,32.4783358162024,63.0383193178226,24.8539481207744,29.2569337389071,95.2951791726628,39.2617657735756,101.845928034138,36.8794266102384,42.543081555853,29.1865897966272,22.14433014184,117.256642999342,48.1513738716865,36.7736755383687,71.3670169555977,24.9514256551206,31.2327880035919,25.7070637605099,69.5195478444459,34.0629006509564,24.0501322643212,46.6205941309204,26.3904532402313,86.6839171205324,32.4202443086658,120.340854874547,46.3966248783531,113.772180073423,42.6710140850341,26.3504460453715,22.9609327864912,68.7422088696951
19.8606602239525,22.9258824947666,58.6575219788266,104.31590338164,72.5342114038519,57.6929724031681,148.606461579635,29.9940636946452,66.0757299100929,76.0528185943416,33.1119436050147,22.8729784810461,21.7975001650213,53.101876520949,76.9845969406458,35.6429291355011,65.0858751049937,43.0267057752337,124.787966670929,30.6147128666341,96.2796009700937,111.108341936331,73.9188850272953,94.8884927200654,34.3759515116965,68.3763599546948,27.0166218111239,103.362906485382,72.1575573620313,32.4983152098265,126.115864594295,29.7512855702439,21.7040136351189,25.5582326918658,21.7456316961657,60.7088924322659,49.1267349347563,38.1862845649622,97.2927720927874,81.7056695173417,129.954729137829,26.1607759484799,130.642508826301,25.0565944132824,101.304509532831,51.267370246466,90.3741913934952,32.5443763241056,118.729247289025,115.553687295916,69.4379953473229,68.7430705856762,88.5063493781106,51.0078609549367,69.6308800329216,39.186792844507,85.7852323677791,32.2364474296346,81.7624542373593,72.0662182973395
18.8856512744456,52.3089566042795,45.67955213356,27.0749497668965,39.0223039555105,41.9917999686133,53.7147517097843,44.2976680960966,39.8430163705105,43.0780238346127,60.8882778073414,49.4710572931485,37.3541146271545,36.7285691792379,62.6872577818243,49.4723639067382,77.6320264498656,26.5599394055342,57.9915659867482,80.0474468153853,76.9779947889795,101.456502833646,83.2199937071259,51.6116713962469,47.2931511484406,48.2134562703854,32.7439293000332,89.8298244418075,44.9569515127764,77.7457726217318,32.7973772717153,45.6822726459673,47.8574599520985,49.2363387217388,37.1835383203068,78.0481515916713,53.2956792264512,76.7610595281696,63.2103819179664,44.0687795065705,35.8424746408013,47.9414669558228,39.5059824157328,81.6968564517819,43.9703624082719,57.3135922968756,80.2058692968979,47.1504279112027,127.710355875621,52.69444709527,51.8557564346878,69.6362192813045,40.1569257241477,91.2909863485153,64.5728152828792,68.672609170559,69.2379083549662,64.6307415855464,36.6324029400507,66.6898940747526
151.230848027198,39.0564487961477,69.7249637556296,36.9032548066228,105.409399810258,93.5346094445396,105.085379813344,24.5388137028276,102.650335127359,85.3224175189287,84.1727539778423,31.4347756275068,81.2205402218063,53.9315854106964,30.1953178984807,52.1630759298232,20.3721071593281,107.074357798674,50.3909017017488,22.391171188906,133.287518120761,46.2954207084192,20.8111906093406,35.4827255407435,38.7285593644395,127.427077623542,59.8193669580586,87.6542742280327,54.0546038373551,20.4179009701996,67.2893002792808,51.5731151085334,29.8381785652352,20.4515555461919,20.8226639043775,39.6892303561553,30.929524332154,134.615629409083,60.8929593984113,20.7257247314262,40.806778801067,80.1725507102801,32.2582919473626,139.56006426581,68.450412991521,123.856372205081,28.5670030829453,43.0734508134019,53.0036818354214,20.9286443378888,92.2294113215553,27.6252297995874,121.566626583275,70.3294732224186,22.6792774940224,42.6462485915168,49.929973011662,76.2857285735518,57.4014667787375,37.510588463481
