"X1","X2"
14,9
8,10
12,8
4,10
10,8
18,13
11,11
10,9
15,11
9,10
11,2
10,10
18,11
17,2
9,11
5,9
14,2
14,11
9,11
7,10
9,16
11,11
17,9
9,10
10,1
2,10
10,5
17,19
10,14
10,19
