"Chain_Length","EQM_Validação_Median_Final","EQM_Validação_Mean_Final","EQM_Validação_SD","EQM_Test_Median_Final","EQM_Test_Mean_Final","EQM_Test_SD","EQM_Test_Median_arima","EQM_Test_Mean_arima","EQM_Test_SD_arima","EQM_Test_Median_glmnet","EQM_Test_Mean_glmnet","EQM_Test_SD_glmnet"
"T = 400",2454.53177901187,2514.76492710527,603.548539081427,2312.41062189712,2541.94272030216,1416.68821831254,2969.1325234883,3077.00936307688,738.539945681654,3044.8936167949,3101.52281646339,643.333733005576
