"Chain_Length","Acertos_Validação_Mean_Final","Acertos_Validação_Median_Final","Acertos_Validação_SD","Acertos_Teste_Mean_Final","Acertos_Teste_Median_Final","Acertos_Teste_SD"
"T = 400",0.802777777777778,0.816666666666667,0.0592228296389745,0.8,0.825,0.116707710350141
