"Chain_Length","Specificity_Final_Median","Specificity_Final","Specificity_SD","Sensitivity_Final_Median","Sensitivity_Final","Sensitivity_SD","Accuracy_Final_Median","Accuracy_Final","Accuracy_SD"
"T = 400",1,0.95,0.0993272388780729,0.821428571428571,0.769047619047619,0.211128909373979,0.825,0.823333333333333,0.137548319618544
