"X1","X2"
19.962077114233,149.991420571777
20.0261484398049,149.978702619537
19.9958728224389,149.907683932206
19.9940026235736,149.947764192206
19.9994660097306,149.878844326937
20.0564281069166,150.056194275494
20.0308682342191,150.115749245536
20.0081390408197,149.876042533752
20.0135241654152,149.945442458197
20.0015735434652,150.021633614991
19.9809832133772,150.027943733527
19.9620553883796,150.086126613083
20.0116490519103,149.989154801299
20.0294996045364,150.024125383121
19.9831625062471,149.994987780171
20.0087483688164,149.998310410811
19.9719396974535,149.896814687655
19.9562397279284,149.990715749706
20.0267676241414,150.030012640442
19.9714553202368,149.924790256071
19.9416803981245,149.986514817921
19.9776169122557,149.978591002968
20.05047663489,150.122929451135
20.0121619110138,149.992772245985
20.0493106039849,149.941161049809
19.974890409333,149.824740967823
20.0091685658375,150.066889205847
20.070067196833,150.018672384819
19.9644067703344,149.988153776889
20.0344200910099,149.862682900594
