"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
-1.00609431596937,-0.773695907873833,-1.66111123810252,-0.000451384858413849,0.00000656899530064919,-0.0000577606587137134,-1.24064899185232,1.0056472659734,0.125302135859391,0.0000986022860839794,0.000219908117963927,0.000317239543286247
-0.855559082285813,-0.589356799119024,-1.07329698487781,-0.000270852239698758,0.000207645359717048,-0.00000944135505469383,-0.85803724229957,0.519401761518513,0.000833869673177492,0.000216872765422828,0.0000812850289244438,0.0000636499847112417
-1.16739478681367,-1.30548337019397,-2.37038783063547,0.328681760306527,-0.0181721951000235,0.000454120071736541,-1.97275079393135,2.42649424610727,1.18025569308133,-0.0000352333308619104,-0.0773710466805255,-0.000738395840335427
-1.35252827149398,-1.11176249039566,-1.97195450992901,0.000613670406079498,-0.0323764834600954,0.000297059999697751,-1.37473006981501,1.8918625152096,0.600698263954479,-0.0000580818993262845,0.000572756309323593,-0.000213975777127294
-1.09886818618081,-0.960111706450616,-1.5690083482574,-0.0000289052779120451,0.0000104597784941515,-0.000532233145439407,-1.27462542607352,1.15608113743247,0.296026412854855,0.000508618382403034,-0.0000674208112983202,0.00040177735426865
-0.791680205578325,-0.336682773731227,-0.790335643989318,0.0000678394189911139,0.0000268527933055232,-0.0000918868649523041,-0.988382592265012,0.000817803954845602,0.000238270605131323,0.0000951284235737042,0.000169613103542198,-0.0000326715373509254
-0.822661031396876,-0.31814645860027,-1.15592481074051,-0.0000720683350913245,0.0000221499154672192,-0.00000539390188945251,-0.982084607405178,0.412998901837945,0.00085075586380724,-0.000140911864393196,-0.000204298994213228,0.0000893792262710096
-1.09862198253889,-0.939971730930595,-1.70978314210355,0.0010433933718807,-0.0000964383179641347,-0.0000405665724005663,-1.41154996219739,1.18061955739088,0.520325061033561,-0.000207950812061698,0.000565754310657865,-0.0000212914105302965
-0.879740404841631,-0.472108319365818,-1.14550097619718,0.0000118660214880053,-0.000014412607929528,-0.000275015224324056,-1.0192886374185,0.463401221173177,0.000856959048463021,-0.0000999782172697791,-0.000115200759050954,-0.000122064305064269
-1.01380278285748,-0.966724749294306,-1.91998766715379,0.000276150101620844,0.0000011429402115421,-0.000294520240488158,-1.29533218078062,1.16912384376729,0.712455220249416,-0.00000607964053761603,0.00011485799226427,-0.000725693941694593
