"Chain_Length","Specificity_Final_Median","Specificity_Final","Specificity_SD","Sensitivity_Final_Median","Sensitivity_Final","Sensitivity_SD","Accuracy_Final_Median","Accuracy_Final","Accuracy_SD"
"T = 1200",1,0.955555555555556,0.0868050766270313,1,0.877777777777778,0.258693050753787,1,0.916666666666667,0.125716338242686
