"Chain_Length","Acertos_Validação_Mean_Final","Acertos_Validação_Median_Final","Acertos_Validação_SD","Acertos_Teste_Mean_Final","Acertos_Teste_Median_Final","Acertos_Teste_SD"
"T = 1200",0.781666666666667,0.786111111111111,0.0504587300648916,0.742222222222222,0.741666666666667,0.0623199834086643
