"Chain_Length","Specificity_Final_Median","Specificity_Final","Specificity_SD","Sensitivity_Final_Median","Sensitivity_Final","Sensitivity_SD","Accuracy_Final_Median","Accuracy_Final","Accuracy_SD"
"T = 800",0.861111111111111,0.861111111111111,0.0878410461157883,0.986111111111111,0.891666666666667,0.218898758942728,0.95,0.885555555555556,0.165804353610721
