"Chain_Length","EQM_Validação_Median_Final","EQM_Validação_Mean_Final","EQM_Validação_SD","EQM_Test_Median_Final","EQM_Test_Mean_Final","EQM_Test_SD","EQM_Test_Median_arima","EQM_Test_Mean_arima","EQM_Test_SD_arima","EQM_Test_Median_glmnet","EQM_Test_Mean_glmnet","EQM_Test_SD_glmnet"
"T = 800",64.9827861782724,65.6589161891805,10.1761545155136,70.7105001739291,73.7724143171407,14.1193313852648,77.7411178231177,86.3037757079213,23.9853849127153,79.3904497883695,81.5965958116478,12.4653436057357
